Id,Source,Target,Type
520,Ayten Uncuoðlu,Hakan Salýnmýþ,Undirected
521,Zeynep Alkan,Hakan Salýnmýþ,Undirected
522,Bilge Yenigül,Hakan Salýnmýþ,Undirected
523,Ýþtar Gökseven,Hakan Salýnmýþ,Undirected
524,Rýza Akýn,Hakan Salýnmýþ,Undirected
525,Deniz Gürzumar,Hakan Salýnmýþ,Undirected
526,Ayten Uncuoðlu,Hande Dane,Undirected
527,Zeynep Alkan,Hande Dane,Undirected
528,Bilge Yenigül,Hande Dane,Undirected
529,Ýþtar Gökseven,Hande Dane,Undirected
530,Rýza Akýn,Hande Dane,Undirected
531,Deniz Gürzumar,Hande Dane,Undirected
532,Zeynep Alkan,Ayten Uncuoðlu,Undirected
533,Bilge Yenigül,Ayten Uncuoðlu,Undirected
534,Ýþtar Gökseven,Ayten Uncuoðlu,Undirected
535,Rýza Akýn,Ayten Uncuoðlu,Undirected
536,Deniz Gürzumar,Ayten Uncuoðlu,Undirected
537,Bilge Yenigül,Zeynep Alkan,Undirected
538,Ýþtar Gökseven,Zeynep Alkan,Undirected
539,Rýza Akýn,Zeynep Alkan,Undirected
540,Deniz Gürzumar,Zeynep Alkan,Undirected
541,Ýþtar Gökseven,Bilge Yenigül,Undirected
542,Rýza Akýn,Bilge Yenigül,Undirected
543,Deniz Gürzumar,Bilge Yenigül,Undirected
544,Rýza Akýn,Ýþtar Gökseven,Undirected
545,Deniz Gürzumar,Ýþtar Gökseven,Undirected
546,Deniz Gürzumar,Rýza Akýn,Undirected
547,Tuðba Özay,Sinan Bengier,Undirected
548,Yüksel Ünal,Sinan Bengier,Undirected
549,Süreyya Kilimci,Sinan Bengier,Undirected
550,Gazi Þeker,Sinan Bengier,Undirected
551,Gizem Yýlmaz,Sinan Bengier,Undirected
552,Metin Güler,Sinan Bengier,Undirected
553,Ahmet Odabaþý,Sinan Bengier,Undirected
554,Burak Özbaykuþ,Sinan Bengier,Undirected
555,Soner Günüc,Sinan Bengier,Undirected
556,Gamze Ýþler,Sinan Bengier,Undirected
557,Yüksel Ünal,Tuðba Özay,Undirected
558,Süreyya Kilimci,Tuðba Özay,Undirected
559,Gazi Þeker,Tuðba Özay,Undirected
560,Gizem Yýlmaz,Tuðba Özay,Undirected
561,Metin Güler,Tuðba Özay,Undirected
562,Ahmet Odabaþý,Tuðba Özay,Undirected
563,Burak Özbaykuþ,Tuðba Özay,Undirected
564,Soner Günüc,Tuðba Özay,Undirected
565,Gamze Ýþler,Tuðba Özay,Undirected
566,Süreyya Kilimci,Yüksel Ünal,Undirected
567,Gazi Þeker,Yüksel Ünal,Undirected
568,Gizem Yýlmaz,Yüksel Ünal,Undirected
569,Metin Güler,Yüksel Ünal,Undirected
570,Ahmet Odabaþý,Yüksel Ünal,Undirected
571,Burak Özbaykuþ,Yüksel Ünal,Undirected
572,Soner Günüc,Yüksel Ünal,Undirected
573,Gamze Ýþler,Yüksel Ünal,Undirected
574,Gazi Þeker,Süreyya Kilimci,Undirected
575,Gizem Yýlmaz,Süreyya Kilimci,Undirected
576,Metin Güler,Süreyya Kilimci,Undirected
577,Ahmet Odabaþý,Süreyya Kilimci,Undirected
578,Burak Özbaykuþ,Süreyya Kilimci,Undirected
579,Soner Günüc,Süreyya Kilimci,Undirected
580,Gamze Ýþler,Süreyya Kilimci,Undirected
581,Gizem Yýlmaz,Gazi Þeker,Undirected
582,Metin Güler,Gazi Þeker,Undirected
583,Ahmet Odabaþý,Gazi Þeker,Undirected
584,Burak Özbaykuþ,Gazi Þeker,Undirected
585,Soner Günüc,Gazi Þeker,Undirected
586,Gamze Ýþler,Gazi Þeker,Undirected
587,Metin Güler,Gizem Yýlmaz,Undirected
588,Ahmet Odabaþý,Gizem Yýlmaz,Undirected
589,Burak Özbaykuþ,Gizem Yýlmaz,Undirected
590,Soner Günüc,Gizem Yýlmaz,Undirected
591,Gamze Ýþler,Gizem Yýlmaz,Undirected
592,Ahmet Odabaþý,Metin Güler,Undirected
593,Burak Özbaykuþ,Metin Güler,Undirected
594,Soner Günüc,Metin Güler,Undirected
595,Gamze Ýþler,Metin Güler,Undirected
596,Burak Özbaykuþ,Ahmet Odabaþý,Undirected
597,Soner Günüc,Ahmet Odabaþý,Undirected
598,Gamze Ýþler,Ahmet Odabaþý,Undirected
599,Soner Günüc,Burak Özbaykuþ,Undirected
600,Gamze Ýþler,Burak Özbaykuþ,Undirected
601,Gamze Ýþler,Soner Günüc,Undirected
602,Ali Ýl,Baþak Parlak,Undirected
603,Cezmi Baskýn,Baþak Parlak,Undirected
604,Seray Gözler,Baþak Parlak,Undirected
605,Sema Atalay,Baþak Parlak,Undirected
606,Mehmet Ali Kaptanlar,Baþak Parlak,Undirected
607,Feride Çetin,Baþak Parlak,Undirected
608,Melih Selçuk,Baþak Parlak,Undirected
609,Serkan Acay,Baþak Parlak,Undirected
610,Yüsra Geyik,Baþak Parlak,Undirected
611,Nazlý Tosunoðlu,Baþak Parlak,Undirected
612,Banu Baþeren,Baþak Parlak,Undirected
613,Mahmut Gökgöz,Baþak Parlak,Undirected
614,Ýskender Altýn,Baþak Parlak,Undirected
615,Cezmi Baskýn,Ali Ýl,Undirected
616,Seray Gözler,Ali Ýl,Undirected
617,Sema Atalay,Ali Ýl,Undirected
618,Mehmet Ali Kaptanlar,Ali Ýl,Undirected
619,Feride Çetin,Ali Ýl,Undirected
620,Melih Selçuk,Ali Ýl,Undirected
621,Serkan Acay,Ali Ýl,Undirected
622,Yüsra Geyik,Ali Ýl,Undirected
623,Nazlý Tosunoðlu,Ali Ýl,Undirected
624,Banu Baþeren,Ali Ýl,Undirected
625,Mahmut Gökgöz,Ali Ýl,Undirected
626,Ýskender Altýn,Ali Ýl,Undirected
627,Seray Gözler,Cezmi Baskýn,Undirected
628,Sema Atalay,Cezmi Baskýn,Undirected
629,Mehmet Ali Kaptanlar,Cezmi Baskýn,Undirected
630,Feride Çetin,Cezmi Baskýn,Undirected
631,Melih Selçuk,Cezmi Baskýn,Undirected
632,Serkan Acay,Cezmi Baskýn,Undirected
633,Yüsra Geyik,Cezmi Baskýn,Undirected
634,Nazlý Tosunoðlu,Cezmi Baskýn,Undirected
635,Banu Baþeren,Cezmi Baskýn,Undirected
636,Mahmut Gökgöz,Cezmi Baskýn,Undirected
637,Ýskender Altýn,Cezmi Baskýn,Undirected
638,Sema Atalay,Seray Gözler,Undirected
639,Mehmet Ali Kaptanlar,Seray Gözler,Undirected
640,Feride Çetin,Seray Gözler,Undirected
641,Melih Selçuk,Seray Gözler,Undirected
642,Serkan Acay,Seray Gözler,Undirected
643,Yüsra Geyik,Seray Gözler,Undirected
644,Nazlý Tosunoðlu,Seray Gözler,Undirected
645,Banu Baþeren,Seray Gözler,Undirected
646,Mahmut Gökgöz,Seray Gözler,Undirected
647,Ýskender Altýn,Seray Gözler,Undirected
648,Mehmet Ali Kaptanlar,Sema Atalay,Undirected
649,Feride Çetin,Sema Atalay,Undirected
650,Melih Selçuk,Sema Atalay,Undirected
651,Serkan Acay,Sema Atalay,Undirected
652,Yüsra Geyik,Sema Atalay,Undirected
653,Nazlý Tosunoðlu,Sema Atalay,Undirected
654,Banu Baþeren,Sema Atalay,Undirected
655,Mahmut Gökgöz,Sema Atalay,Undirected
656,Ýskender Altýn,Sema Atalay,Undirected
657,Feride Çetin,Mehmet Ali Kaptanlar,Undirected
658,Melih Selçuk,Mehmet Ali Kaptanlar,Undirected
659,Serkan Acay,Mehmet Ali Kaptanlar,Undirected
660,Yüsra Geyik,Mehmet Ali Kaptanlar,Undirected
661,Nazlý Tosunoðlu,Mehmet Ali Kaptanlar,Undirected
662,Banu Baþeren,Mehmet Ali Kaptanlar,Undirected
663,Mahmut Gökgöz,Mehmet Ali Kaptanlar,Undirected
664,Ýskender Altýn,Mehmet Ali Kaptanlar,Undirected
665,Melih Selçuk,Feride Çetin,Undirected
666,Serkan Acay,Feride Çetin,Undirected
667,Yüsra Geyik,Feride Çetin,Undirected
668,Nazlý Tosunoðlu,Feride Çetin,Undirected
669,Banu Baþeren,Feride Çetin,Undirected
670,Mahmut Gökgöz,Feride Çetin,Undirected
671,Ýskender Altýn,Feride Çetin,Undirected
672,Serkan Acay,Melih Selçuk,Undirected
673,Yüsra Geyik,Melih Selçuk,Undirected
674,Nazlý Tosunoðlu,Melih Selçuk,Undirected
675,Banu Baþeren,Melih Selçuk,Undirected
676,Mahmut Gökgöz,Melih Selçuk,Undirected
677,Ýskender Altýn,Melih Selçuk,Undirected
678,Yüsra Geyik,Serkan Acay,Undirected
679,Nazlý Tosunoðlu,Serkan Acay,Undirected
680,Banu Baþeren,Serkan Acay,Undirected
681,Mahmut Gökgöz,Serkan Acay,Undirected
682,Ýskender Altýn,Serkan Acay,Undirected
683,Nazlý Tosunoðlu,Yüsra Geyik,Undirected
684,Banu Baþeren,Yüsra Geyik,Undirected
685,Mahmut Gökgöz,Yüsra Geyik,Undirected
686,Ýskender Altýn,Yüsra Geyik,Undirected
687,Banu Baþeren,Nazlý Tosunoðlu,Undirected
688,Mahmut Gökgöz,Nazlý Tosunoðlu,Undirected
689,Ýskender Altýn,Nazlý Tosunoðlu,Undirected
690,Mahmut Gökgöz,Banu Baþeren,Undirected
691,Ýskender Altýn,Banu Baþeren,Undirected
692,Ýskender Altýn,Mahmut Gökgöz,Undirected
693,Ayþegül Kaygusuz,Yakup Yavru,Undirected
694,Hasan Kýdýkoðlu,Yakup Yavru,Undirected
695,Reyhan Ýlhan,Yakup Yavru,Undirected
696,Mehmet Elmas,Yakup Yavru,Undirected
697,Fadime Hala,Yakup Yavru,Undirected
698,Buket Tuba Güzel,Yakup Yavru,Undirected
699,Kader Cerrah,Yakup Yavru,Undirected
700,Osman Ýç,Yakup Yavru,Undirected
701,Erkan Köse,Yakup Yavru,Undirected
702,Nevzat Çevik,Yakup Yavru,Undirected
703,Ömer Özdoðan,Yakup Yavru,Undirected
704,Ekrem Öksüz,Yakup Yavru,Undirected
705,Yüksel Tamer Birinci,Yakup Yavru,Undirected
706,Hasan Kýdýkoðlu,Ayþegül Kaygusuz,Undirected
707,Reyhan Ýlhan,Ayþegül Kaygusuz,Undirected
708,Mehmet Elmas,Ayþegül Kaygusuz,Undirected
709,Fadime Hala,Ayþegül Kaygusuz,Undirected
710,Buket Tuba Güzel,Ayþegül Kaygusuz,Undirected
711,Kader Cerrah,Ayþegül Kaygusuz,Undirected
712,Osman Ýç,Ayþegül Kaygusuz,Undirected
713,Erkan Köse,Ayþegül Kaygusuz,Undirected
714,Nevzat Çevik,Ayþegül Kaygusuz,Undirected
715,Ömer Özdoðan,Ayþegül Kaygusuz,Undirected
716,Ekrem Öksüz,Ayþegül Kaygusuz,Undirected
717,Yüksel Tamer Birinci,Ayþegül Kaygusuz,Undirected
718,Reyhan Ýlhan,Hasan Kýdýkoðlu,Undirected
719,Mehmet Elmas,Hasan Kýdýkoðlu,Undirected
720,Fadime Hala,Hasan Kýdýkoðlu,Undirected
721,Buket Tuba Güzel,Hasan Kýdýkoðlu,Undirected
722,Kader Cerrah,Hasan Kýdýkoðlu,Undirected
723,Osman Ýç,Hasan Kýdýkoðlu,Undirected
724,Erkan Köse,Hasan Kýdýkoðlu,Undirected
725,Nevzat Çevik,Hasan Kýdýkoðlu,Undirected
726,Ömer Özdoðan,Hasan Kýdýkoðlu,Undirected
727,Ekrem Öksüz,Hasan Kýdýkoðlu,Undirected
728,Yüksel Tamer Birinci,Hasan Kýdýkoðlu,Undirected
729,Mehmet Elmas,Reyhan Ýlhan,Undirected
730,Fadime Hala,Reyhan Ýlhan,Undirected
731,Buket Tuba Güzel,Reyhan Ýlhan,Undirected
732,Kader Cerrah,Reyhan Ýlhan,Undirected
733,Osman Ýç,Reyhan Ýlhan,Undirected
734,Erkan Köse,Reyhan Ýlhan,Undirected
735,Nevzat Çevik,Reyhan Ýlhan,Undirected
736,Ömer Özdoðan,Reyhan Ýlhan,Undirected
737,Ekrem Öksüz,Reyhan Ýlhan,Undirected
738,Yüksel Tamer Birinci,Reyhan Ýlhan,Undirected
739,Fadime Hala,Mehmet Elmas,Undirected
740,Buket Tuba Güzel,Mehmet Elmas,Undirected
741,Kader Cerrah,Mehmet Elmas,Undirected
742,Osman Ýç,Mehmet Elmas,Undirected
743,Erkan Köse,Mehmet Elmas,Undirected
744,Nevzat Çevik,Mehmet Elmas,Undirected
745,Ömer Özdoðan,Mehmet Elmas,Undirected
746,Ekrem Öksüz,Mehmet Elmas,Undirected
747,Yüksel Tamer Birinci,Mehmet Elmas,Undirected
748,Buket Tuba Güzel,Fadime Hala,Undirected
749,Kader Cerrah,Fadime Hala,Undirected
750,Osman Ýç,Fadime Hala,Undirected
751,Erkan Köse,Fadime Hala,Undirected
752,Nevzat Çevik,Fadime Hala,Undirected
753,Ömer Özdoðan,Fadime Hala,Undirected
754,Ekrem Öksüz,Fadime Hala,Undirected
755,Yüksel Tamer Birinci,Fadime Hala,Undirected
756,Kader Cerrah,Buket Tuba Güzel,Undirected
757,Osman Ýç,Buket Tuba Güzel,Undirected
758,Erkan Köse,Buket Tuba Güzel,Undirected
759,Nevzat Çevik,Buket Tuba Güzel,Undirected
760,Ömer Özdoðan,Buket Tuba Güzel,Undirected
761,Ekrem Öksüz,Buket Tuba Güzel,Undirected
762,Yüksel Tamer Birinci,Buket Tuba Güzel,Undirected
763,Osman Ýç,Kader Cerrah,Undirected
764,Erkan Köse,Kader Cerrah,Undirected
765,Nevzat Çevik,Kader Cerrah,Undirected
766,Ömer Özdoðan,Kader Cerrah,Undirected
767,Ekrem Öksüz,Kader Cerrah,Undirected
768,Yüksel Tamer Birinci,Kader Cerrah,Undirected
769,Erkan Köse,Osman Ýç,Undirected
770,Nevzat Çevik,Osman Ýç,Undirected
771,Ömer Özdoðan,Osman Ýç,Undirected
772,Ekrem Öksüz,Osman Ýç,Undirected
773,Yüksel Tamer Birinci,Osman Ýç,Undirected
774,Nevzat Çevik,Erkan Köse,Undirected
775,Ömer Özdoðan,Erkan Köse,Undirected
776,Ekrem Öksüz,Erkan Köse,Undirected
777,Yüksel Tamer Birinci,Erkan Köse,Undirected
778,Ömer Özdoðan,Nevzat Çevik,Undirected
779,Ekrem Öksüz,Nevzat Çevik,Undirected
780,Yüksel Tamer Birinci,Nevzat Çevik,Undirected
781,Ekrem Öksüz,Ömer Özdoðan,Undirected
782,Yüksel Tamer Birinci,Ömer Özdoðan,Undirected
783,Yüksel Tamer Birinci,Ekrem Öksüz,Undirected
784,Özgün Çoban,Rasim Öztekin,Undirected
785,Yeþim Alýç,Rasim Öztekin,Undirected
786,Zümra Atalay,Rasim Öztekin,Undirected
787,Simay Barlas,Rasim Öztekin,Undirected
788,Kaan Sevi,Rasim Öztekin,Undirected
789,Ufuk Meriç,Rasim Öztekin,Undirected
790,Özlem Mahmutoðlu,Rasim Öztekin,Undirected
791,Ümit Ünker,Rasim Öztekin,Undirected
792,Birce Ýrem Ýliçan,Rasim Öztekin,Undirected
793,Eray Ertüren,Rasim Öztekin,Undirected
794,Elif Ýþçi,Rasim Öztekin,Undirected
795,Merve Sevin,Rasim Öztekin,Undirected
796,Arda Adil Görgen,Rasim Öztekin,Undirected
797,Yeþim Alýç,Özgün Çoban,Undirected
798,Zümra Atalay,Özgün Çoban,Undirected
799,Simay Barlas,Özgün Çoban,Undirected
800,Kaan Sevi,Özgün Çoban,Undirected
801,Ufuk Meriç,Özgün Çoban,Undirected
802,Özlem Mahmutoðlu,Özgün Çoban,Undirected
803,Ümit Ünker,Özgün Çoban,Undirected
804,Birce Ýrem Ýliçan,Özgün Çoban,Undirected
805,Eray Ertüren,Özgün Çoban,Undirected
806,Elif Ýþçi,Özgün Çoban,Undirected
807,Merve Sevin,Özgün Çoban,Undirected
808,Arda Adil Görgen,Özgün Çoban,Undirected
809,Zümra Atalay,Yeþim Alýç,Undirected
810,Simay Barlas,Yeþim Alýç,Undirected
811,Kaan Sevi,Yeþim Alýç,Undirected
812,Ufuk Meriç,Yeþim Alýç,Undirected
813,Özlem Mahmutoðlu,Yeþim Alýç,Undirected
814,Ümit Ünker,Yeþim Alýç,Undirected
815,Birce Ýrem Ýliçan,Yeþim Alýç,Undirected
816,Eray Ertüren,Yeþim Alýç,Undirected
817,Elif Ýþçi,Yeþim Alýç,Undirected
818,Merve Sevin,Yeþim Alýç,Undirected
819,Arda Adil Görgen,Yeþim Alýç,Undirected
820,Simay Barlas,Zümra Atalay,Undirected
821,Kaan Sevi,Zümra Atalay,Undirected
822,Ufuk Meriç,Zümra Atalay,Undirected
823,Özlem Mahmutoðlu,Zümra Atalay,Undirected
824,Ümit Ünker,Zümra Atalay,Undirected
825,Birce Ýrem Ýliçan,Zümra Atalay,Undirected
826,Eray Ertüren,Zümra Atalay,Undirected
827,Elif Ýþçi,Zümra Atalay,Undirected
828,Merve Sevin,Zümra Atalay,Undirected
829,Arda Adil Görgen,Zümra Atalay,Undirected
830,Kaan Sevi,Simay Barlas,Undirected
831,Ufuk Meriç,Simay Barlas,Undirected
832,Özlem Mahmutoðlu,Simay Barlas,Undirected
833,Ümit Ünker,Simay Barlas,Undirected
834,Birce Ýrem Ýliçan,Simay Barlas,Undirected
835,Eray Ertüren,Simay Barlas,Undirected
836,Elif Ýþçi,Simay Barlas,Undirected
837,Merve Sevin,Simay Barlas,Undirected
838,Arda Adil Görgen,Simay Barlas,Undirected
839,Ufuk Meriç,Kaan Sevi,Undirected
840,Özlem Mahmutoðlu,Kaan Sevi,Undirected
841,Ümit Ünker,Kaan Sevi,Undirected
842,Birce Ýrem Ýliçan,Kaan Sevi,Undirected
843,Eray Ertüren,Kaan Sevi,Undirected
844,Elif Ýþçi,Kaan Sevi,Undirected
845,Merve Sevin,Kaan Sevi,Undirected
846,Arda Adil Görgen,Kaan Sevi,Undirected
847,Özlem Mahmutoðlu,Ufuk Meriç,Undirected
848,Ümit Ünker,Ufuk Meriç,Undirected
849,Birce Ýrem Ýliçan,Ufuk Meriç,Undirected
850,Eray Ertüren,Ufuk Meriç,Undirected
851,Elif Ýþçi,Ufuk Meriç,Undirected
852,Merve Sevin,Ufuk Meriç,Undirected
853,Arda Adil Görgen,Ufuk Meriç,Undirected
854,Ümit Ünker,Özlem Mahmutoðlu,Undirected
855,Birce Ýrem Ýliçan,Özlem Mahmutoðlu,Undirected
856,Eray Ertüren,Özlem Mahmutoðlu,Undirected
857,Elif Ýþçi,Özlem Mahmutoðlu,Undirected
858,Merve Sevin,Özlem Mahmutoðlu,Undirected
859,Arda Adil Görgen,Özlem Mahmutoðlu,Undirected
860,Birce Ýrem Ýliçan,Ümit Ünker,Undirected
861,Eray Ertüren,Ümit Ünker,Undirected
862,Elif Ýþçi,Ümit Ünker,Undirected
863,Merve Sevin,Ümit Ünker,Undirected
864,Arda Adil Görgen,Ümit Ünker,Undirected
865,Eray Ertüren,Birce Ýrem Ýliçan,Undirected
866,Elif Ýþçi,Birce Ýrem Ýliçan,Undirected
867,Merve Sevin,Birce Ýrem Ýliçan,Undirected
868,Arda Adil Görgen,Birce Ýrem Ýliçan,Undirected
869,Elif Ýþçi,Eray Ertüren,Undirected
870,Merve Sevin,Eray Ertüren,Undirected
871,Arda Adil Görgen,Eray Ertüren,Undirected
872,Merve Sevin,Elif Ýþçi,Undirected
873,Arda Adil Görgen,Elif Ýþçi,Undirected
874,Arda Adil Görgen,Merve Sevin,Undirected
875,Bilal Hancý,Atakan Özyurt,Undirected
876,Fatih Yasin,Atakan Özyurt,Undirected
877,Metin Akpýnar,Atakan Özyurt,Undirected
878,Erkan Can,Atakan Özyurt,Undirected
879,Güven Kýraç,Atakan Özyurt,Undirected
880,Zuhal Yalçýn,Atakan Özyurt,Undirected
881,Perihan Savaþ,Atakan Özyurt,Undirected
882,Funda Arar,Atakan Özyurt,Undirected
883,Yýldýz Tilbe,Atakan Özyurt,Undirected
884,Cihan Ünal,Atakan Özyurt,Undirected
885,Selahattin Taþdöðen,Atakan Özyurt,Undirected
886,Ruhi Sarý,Atakan Özyurt,Undirected
887,Ece Seçkin,Atakan Özyurt,Undirected
888,Feride Hilal Akýn,Atakan Özyurt,Undirected
889,Enes Batur,Atakan Özyurt,Undirected
890,Uras Benlioðlu,Atakan Özyurt,Undirected
891,Yusuf Aktaþ,Atakan Özyurt,Undirected
892,Çaðla Demirel,Atakan Özyurt,Undirected
893,Þeyda Erdoðan,Atakan Özyurt,Undirected
894,Erhan Yazýcýoðlu,Atakan Özyurt,Undirected
895,Burak Tamdoðan,Atakan Özyurt,Undirected
896,Fatih Yasin,Bilal Hancý,Undirected
897,Metin Akpýnar,Bilal Hancý,Undirected
898,Erkan Can,Bilal Hancý,Undirected
899,Güven Kýraç,Bilal Hancý,Undirected
900,Zuhal Yalçýn,Bilal Hancý,Undirected
901,Perihan Savaþ,Bilal Hancý,Undirected
902,Funda Arar,Bilal Hancý,Undirected
903,Yýldýz Tilbe,Bilal Hancý,Undirected
904,Cihan Ünal,Bilal Hancý,Undirected
905,Selahattin Taþdöðen,Bilal Hancý,Undirected
906,Ruhi Sarý,Bilal Hancý,Undirected
907,Ece Seçkin,Bilal Hancý,Undirected
908,Feride Hilal Akýn,Bilal Hancý,Undirected
909,Enes Batur,Bilal Hancý,Undirected
910,Uras Benlioðlu,Bilal Hancý,Undirected
911,Yusuf Aktaþ,Bilal Hancý,Undirected
912,Çaðla Demirel,Bilal Hancý,Undirected
913,Þeyda Erdoðan,Bilal Hancý,Undirected
914,Erhan Yazýcýoðlu,Bilal Hancý,Undirected
915,Burak Tamdoðan,Bilal Hancý,Undirected
916,Metin Akpýnar,Fatih Yasin,Undirected
917,Erkan Can,Fatih Yasin,Undirected
918,Güven Kýraç,Fatih Yasin,Undirected
919,Zuhal Yalçýn,Fatih Yasin,Undirected
920,Perihan Savaþ,Fatih Yasin,Undirected
921,Funda Arar,Fatih Yasin,Undirected
922,Yýldýz Tilbe,Fatih Yasin,Undirected
923,Cihan Ünal,Fatih Yasin,Undirected
924,Selahattin Taþdöðen,Fatih Yasin,Undirected
925,Ruhi Sarý,Fatih Yasin,Undirected
926,Ece Seçkin,Fatih Yasin,Undirected
927,Feride Hilal Akýn,Fatih Yasin,Undirected
928,Enes Batur,Fatih Yasin,Undirected
929,Uras Benlioðlu,Fatih Yasin,Undirected
930,Yusuf Aktaþ,Fatih Yasin,Undirected
931,Çaðla Demirel,Fatih Yasin,Undirected
932,Þeyda Erdoðan,Fatih Yasin,Undirected
933,Erhan Yazýcýoðlu,Fatih Yasin,Undirected
934,Burak Tamdoðan,Fatih Yasin,Undirected
935,Erkan Can,Metin Akpýnar,Undirected
936,Güven Kýraç,Metin Akpýnar,Undirected
937,Zuhal Yalçýn,Metin Akpýnar,Undirected
938,Perihan Savaþ,Metin Akpýnar,Undirected
939,Funda Arar,Metin Akpýnar,Undirected
940,Yýldýz Tilbe,Metin Akpýnar,Undirected
941,Cihan Ünal,Metin Akpýnar,Undirected
942,Selahattin Taþdöðen,Metin Akpýnar,Undirected
943,Ruhi Sarý,Metin Akpýnar,Undirected
944,Ece Seçkin,Metin Akpýnar,Undirected
945,Feride Hilal Akýn,Metin Akpýnar,Undirected
946,Enes Batur,Metin Akpýnar,Undirected
947,Uras Benlioðlu,Metin Akpýnar,Undirected
948,Yusuf Aktaþ,Metin Akpýnar,Undirected
949,Çaðla Demirel,Metin Akpýnar,Undirected
950,Þeyda Erdoðan,Metin Akpýnar,Undirected
951,Erhan Yazýcýoðlu,Metin Akpýnar,Undirected
952,Burak Tamdoðan,Metin Akpýnar,Undirected
953,Güven Kýraç,Erkan Can,Undirected
954,Zuhal Yalçýn,Erkan Can,Undirected
955,Perihan Savaþ,Erkan Can,Undirected
956,Funda Arar,Erkan Can,Undirected
957,Yýldýz Tilbe,Erkan Can,Undirected
958,Cihan Ünal,Erkan Can,Undirected
959,Selahattin Taþdöðen,Erkan Can,Undirected
960,Ruhi Sarý,Erkan Can,Undirected
961,Ece Seçkin,Erkan Can,Undirected
962,Feride Hilal Akýn,Erkan Can,Undirected
963,Enes Batur,Erkan Can,Undirected
964,Uras Benlioðlu,Erkan Can,Undirected
965,Yusuf Aktaþ,Erkan Can,Undirected
966,Çaðla Demirel,Erkan Can,Undirected
967,Þeyda Erdoðan,Erkan Can,Undirected
968,Erhan Yazýcýoðlu,Erkan Can,Undirected
969,Burak Tamdoðan,Erkan Can,Undirected
970,Zuhal Yalçýn,Güven Kýraç,Undirected
971,Perihan Savaþ,Güven Kýraç,Undirected
972,Funda Arar,Güven Kýraç,Undirected
973,Yýldýz Tilbe,Güven Kýraç,Undirected
974,Cihan Ünal,Güven Kýraç,Undirected
975,Selahattin Taþdöðen,Güven Kýraç,Undirected
976,Ruhi Sarý,Güven Kýraç,Undirected
977,Ece Seçkin,Güven Kýraç,Undirected
978,Feride Hilal Akýn,Güven Kýraç,Undirected
979,Enes Batur,Güven Kýraç,Undirected
980,Uras Benlioðlu,Güven Kýraç,Undirected
981,Yusuf Aktaþ,Güven Kýraç,Undirected
982,Çaðla Demirel,Güven Kýraç,Undirected
983,Þeyda Erdoðan,Güven Kýraç,Undirected
984,Erhan Yazýcýoðlu,Güven Kýraç,Undirected
985,Burak Tamdoðan,Güven Kýraç,Undirected
986,Perihan Savaþ,Zuhal Yalçýn,Undirected
987,Funda Arar,Zuhal Yalçýn,Undirected
988,Yýldýz Tilbe,Zuhal Yalçýn,Undirected
989,Cihan Ünal,Zuhal Yalçýn,Undirected
990,Selahattin Taþdöðen,Zuhal Yalçýn,Undirected
991,Ruhi Sarý,Zuhal Yalçýn,Undirected
992,Ece Seçkin,Zuhal Yalçýn,Undirected
993,Feride Hilal Akýn,Zuhal Yalçýn,Undirected
994,Enes Batur,Zuhal Yalçýn,Undirected
995,Uras Benlioðlu,Zuhal Yalçýn,Undirected
996,Yusuf Aktaþ,Zuhal Yalçýn,Undirected
997,Çaðla Demirel,Zuhal Yalçýn,Undirected
998,Þeyda Erdoðan,Zuhal Yalçýn,Undirected
999,Erhan Yazýcýoðlu,Zuhal Yalçýn,Undirected
1000,Burak Tamdoðan,Zuhal Yalçýn,Undirected
1001,Funda Arar,Perihan Savaþ,Undirected
1002,Yýldýz Tilbe,Perihan Savaþ,Undirected
1003,Cihan Ünal,Perihan Savaþ,Undirected
1004,Selahattin Taþdöðen,Perihan Savaþ,Undirected
1005,Ruhi Sarý,Perihan Savaþ,Undirected
1006,Ece Seçkin,Perihan Savaþ,Undirected
1007,Feride Hilal Akýn,Perihan Savaþ,Undirected
1008,Enes Batur,Perihan Savaþ,Undirected
1009,Uras Benlioðlu,Perihan Savaþ,Undirected
1010,Yusuf Aktaþ,Perihan Savaþ,Undirected
