Id,Source,Target,Type
527,Tuncay Akça,Gökhan Mete,Undirected
528,Sýrrý Elitaþ,Gökhan Mete,Undirected
529,Ayten Erman,Gökhan Mete,Undirected
530,Sevil Üstekin,Gökhan Mete,Undirected
531,Suzan Korkmaz,Gökhan Mete,Undirected
532,Gül Yalaz,Gökhan Mete,Undirected
533,Halil Ergün,Haþmet Zeybek,Undirected
534,Ýhsan Yüce,Haþmet Zeybek,Undirected
535,Duygu Ankara,Haþmet Zeybek,Undirected
536,Tuncay Akça,Haþmet Zeybek,Undirected
537,Sýrrý Elitaþ,Haþmet Zeybek,Undirected
538,Ayten Erman,Haþmet Zeybek,Undirected
539,Sevil Üstekin,Haþmet Zeybek,Undirected
540,Suzan Korkmaz,Haþmet Zeybek,Undirected
541,Gül Yalaz,Haþmet Zeybek,Undirected
542,Ýhsan Yüce,Halil Ergün,Undirected
543,Duygu Ankara,Halil Ergün,Undirected
544,Tuncay Akça,Halil Ergün,Undirected
545,Sýrrý Elitaþ,Halil Ergün,Undirected
546,Ayten Erman,Halil Ergün,Undirected
547,Sevil Üstekin,Halil Ergün,Undirected
548,Suzan Korkmaz,Halil Ergün,Undirected
549,Gül Yalaz,Halil Ergün,Undirected
550,Duygu Ankara,Ýhsan Yüce,Undirected
551,Tuncay Akça,Ýhsan Yüce,Undirected
552,Sýrrý Elitaþ,Ýhsan Yüce,Undirected
553,Ayten Erman,Ýhsan Yüce,Undirected
554,Sevil Üstekin,Ýhsan Yüce,Undirected
555,Suzan Korkmaz,Ýhsan Yüce,Undirected
556,Gül Yalaz,Ýhsan Yüce,Undirected
557,Tuncay Akça,Duygu Ankara,Undirected
558,Sýrrý Elitaþ,Duygu Ankara,Undirected
559,Ayten Erman,Duygu Ankara,Undirected
560,Sevil Üstekin,Duygu Ankara,Undirected
561,Suzan Korkmaz,Duygu Ankara,Undirected
562,Gül Yalaz,Duygu Ankara,Undirected
563,Sýrrý Elitaþ,Tuncay Akça,Undirected
564,Ayten Erman,Tuncay Akça,Undirected
565,Sevil Üstekin,Tuncay Akça,Undirected
566,Suzan Korkmaz,Tuncay Akça,Undirected
567,Gül Yalaz,Tuncay Akça,Undirected
568,Ayten Erman,Sýrrý Elitaþ,Undirected
569,Sevil Üstekin,Sýrrý Elitaþ,Undirected
570,Suzan Korkmaz,Sýrrý Elitaþ,Undirected
571,Gül Yalaz,Sýrrý Elitaþ,Undirected
572,Sevil Üstekin,Ayten Erman,Undirected
573,Suzan Korkmaz,Ayten Erman,Undirected
574,Gül Yalaz,Ayten Erman,Undirected
575,Suzan Korkmaz,Sevil Üstekin,Undirected
576,Gül Yalaz,Sevil Üstekin,Undirected
577,Gül Yalaz,Suzan Korkmaz,Undirected
578,Zihni Göktay,Kemal Sunal,Undirected
579,Turgut Özatay,Kemal Sunal,Undirected
580,Renan Fosforoðlu,Kemal Sunal,Undirected
581,Tuncer Sevi,Kemal Sunal,Undirected
582,Metin Çekmez,Kemal Sunal,Undirected
583,Ajlan Aktuð,Kemal Sunal,Undirected
584,Selahattin Fýrat,Kemal Sunal,Undirected
585,Necdet Kökes,Kemal Sunal,Undirected
586,Dinçer Çekmez,Nevra Serezli,Undirected
587,Zihni Göktay,Nevra Serezli,Undirected
588,Turgut Özatay,Nevra Serezli,Undirected
589,Renan Fosforoðlu,Nevra Serezli,Undirected
590,Tuncer Sevi,Nevra Serezli,Undirected
591,Metin Çekmez,Nevra Serezli,Undirected
592,Ajlan Aktuð,Nevra Serezli,Undirected
593,Yaþar Güner,Nevra Serezli,Undirected
594,Selahattin Fýrat,Nevra Serezli,Undirected
595,Necdet Kökes,Nevra Serezli,Undirected
596,Reha Yurdakul,Dinçer Çekmez,Undirected
597,Zihni Göktay,Dinçer Çekmez,Undirected
598,Turgut Özatay,Dinçer Çekmez,Undirected
599,Renan Fosforoðlu,Dinçer Çekmez,Undirected
600,Tuncer Sevi,Dinçer Çekmez,Undirected
601,Metin Çekmez,Dinçer Çekmez,Undirected
602,Ajlan Aktuð,Dinçer Çekmez,Undirected
603,Selahattin Fýrat,Dinçer Çekmez,Undirected
604,Necdet Kökes,Dinçer Çekmez,Undirected
605,Zihni Göktay,Reha Yurdakul,Undirected
606,Turgut Özatay,Reha Yurdakul,Undirected
607,Renan Fosforoðlu,Reha Yurdakul,Undirected
608,Tuncer Sevi,Reha Yurdakul,Undirected
609,Metin Çekmez,Reha Yurdakul,Undirected
610,Ajlan Aktuð,Reha Yurdakul,Undirected
611,Yaþar Güner,Reha Yurdakul,Undirected
612,Selahattin Fýrat,Reha Yurdakul,Undirected
613,Necdet Kökes,Reha Yurdakul,Undirected
614,Turgut Özatay,Zihni Göktay,Undirected
615,Renan Fosforoðlu,Zihni Göktay,Undirected
616,Tuncer Sevi,Zihni Göktay,Undirected
617,Metin Çekmez,Zihni Göktay,Undirected
618,Ajlan Aktuð,Zihni Göktay,Undirected
619,Yaþar Güner,Zihni Göktay,Undirected
620,Selahattin Fýrat,Zihni Göktay,Undirected
621,Necdet Kökes,Zihni Göktay,Undirected
622,Renan Fosforoðlu,Turgut Özatay,Undirected
623,Tuncer Sevi,Turgut Özatay,Undirected
624,Metin Çekmez,Turgut Özatay,Undirected
625,Ajlan Aktuð,Turgut Özatay,Undirected
626,Yaþar Güner,Turgut Özatay,Undirected
627,Selahattin Fýrat,Turgut Özatay,Undirected
628,Necdet Kökes,Turgut Özatay,Undirected
629,Tuncer Sevi,Renan Fosforoðlu,Undirected
630,Metin Çekmez,Renan Fosforoðlu,Undirected
631,Ajlan Aktuð,Renan Fosforoðlu,Undirected
632,Yaþar Güner,Renan Fosforoðlu,Undirected
633,Selahattin Fýrat,Renan Fosforoðlu,Undirected
634,Necdet Kökes,Renan Fosforoðlu,Undirected
635,Metin Çekmez,Tuncer Sevi,Undirected
636,Ajlan Aktuð,Tuncer Sevi,Undirected
637,Yaþar Güner,Tuncer Sevi,Undirected
638,Selahattin Fýrat,Tuncer Sevi,Undirected
639,Necdet Kökes,Tuncer Sevi,Undirected
640,Ajlan Aktuð,Metin Çekmez,Undirected
641,Yaþar Güner,Metin Çekmez,Undirected
642,Selahattin Fýrat,Metin Çekmez,Undirected
643,Necdet Kökes,Metin Çekmez,Undirected
644,Yaþar Güner,Ajlan Aktuð,Undirected
645,Selahattin Fýrat,Ajlan Aktuð,Undirected
646,Necdet Kökes,Ajlan Aktuð,Undirected
647,Selahattin Fýrat,Yaþar Güner,Undirected
648,Necdet Kökes,Yaþar Güner,Undirected
649,Necdet Kökes,Selahattin Fýrat,Undirected
650,Adile Naþit,Gülþen Bubikoðlu,Undirected
651,Müjdat Gezen,Gülþen Bubikoðlu,Undirected
652,Ayþen Gruda,Gülþen Bubikoðlu,Undirected
653,Haldun Dormen,Gülþen Bubikoðlu,Undirected
654,Müjdat Gezen,Adile Naþit,Undirected
655,Haldun Dormen,Adile Naþit,Undirected
656,Ayþen Gruda,Müjdat Gezen,Undirected
657,Haldun Dormen,Müjdat Gezen,Undirected
658,Haldun Dormen,Ayþen Gruda,Undirected
659,Füsun Demirel,Macit Koper,Undirected
660,Müjde Ar,Macit Koper,Undirected
661,Yýlmaz Zafer,Macit Koper,Undirected
662,Mehmet Akan,Macit Koper,Undirected
663,Kezban Batýbeki,Macit Koper,Undirected
664,Erol Durak,Macit Koper,Undirected
665,Güzin Özipek,Macit Koper,Undirected
666,Tarýk Papuççuoðlu,Macit Koper,Undirected
667,Fatoþ Sezer,Macit Koper,Undirected
668,Levent Yýlmaz,Macit Koper,Undirected
669,Burçak Çerezcioðlu,Macit Koper,Undirected
670,Müjde Ar,Füsun Demirel,Undirected
671,Yýlmaz Zafer,Füsun Demirel,Undirected
672,Mehmet Akan,Füsun Demirel,Undirected
673,Kezban Batýbeki,Füsun Demirel,Undirected
674,Erol Durak,Füsun Demirel,Undirected
675,Güzin Özipek,Füsun Demirel,Undirected
676,Tarýk Papuççuoðlu,Füsun Demirel,Undirected
677,Fatoþ Sezer,Füsun Demirel,Undirected
678,Levent Yýlmaz,Füsun Demirel,Undirected
679,Burçak Çerezcioðlu,Füsun Demirel,Undirected
680,Yýlmaz Zafer,Müjde Ar,Undirected
681,Mehmet Akan,Müjde Ar,Undirected
682,Kezban Batýbeki,Müjde Ar,Undirected
683,Erol Durak,Müjde Ar,Undirected
684,Güzin Özipek,Müjde Ar,Undirected
685,Tarýk Papuççuoðlu,Müjde Ar,Undirected
686,Fatoþ Sezer,Müjde Ar,Undirected
687,Levent Yýlmaz,Müjde Ar,Undirected
688,Burçak Çerezcioðlu,Müjde Ar,Undirected
689,Mehmet Akan,Yýlmaz Zafer,Undirected
690,Kezban Batýbeki,Yýlmaz Zafer,Undirected
691,Erol Durak,Yýlmaz Zafer,Undirected
692,Güzin Özipek,Yýlmaz Zafer,Undirected
693,Tarýk Papuççuoðlu,Yýlmaz Zafer,Undirected
694,Fatoþ Sezer,Yýlmaz Zafer,Undirected
695,Levent Yýlmaz,Yýlmaz Zafer,Undirected
696,Burçak Çerezcioðlu,Yýlmaz Zafer,Undirected
697,Kezban Batýbeki,Mehmet Akan,Undirected
698,Erol Durak,Mehmet Akan,Undirected
699,Güzin Özipek,Mehmet Akan,Undirected
700,Tarýk Papuççuoðlu,Mehmet Akan,Undirected
701,Fatoþ Sezer,Mehmet Akan,Undirected
702,Levent Yýlmaz,Mehmet Akan,Undirected
703,Burçak Çerezcioðlu,Mehmet Akan,Undirected
704,Erol Durak,Kezban Batýbeki,Undirected
705,Güzin Özipek,Kezban Batýbeki,Undirected
706,Tarýk Papuççuoðlu,Kezban Batýbeki,Undirected
707,Fatoþ Sezer,Kezban Batýbeki,Undirected
708,Levent Yýlmaz,Kezban Batýbeki,Undirected
709,Burçak Çerezcioðlu,Kezban Batýbeki,Undirected
710,Güzin Özipek,Erol Durak,Undirected
711,Tarýk Papuççuoðlu,Erol Durak,Undirected
712,Fatoþ Sezer,Erol Durak,Undirected
713,Levent Yýlmaz,Erol Durak,Undirected
714,Burçak Çerezcioðlu,Erol Durak,Undirected
715,Tarýk Papuççuoðlu,Güzin Özipek,Undirected
716,Fatoþ Sezer,Güzin Özipek,Undirected
717,Levent Yýlmaz,Güzin Özipek,Undirected
718,Burçak Çerezcioðlu,Güzin Özipek,Undirected
719,Fatoþ Sezer,Tarýk Papuççuoðlu,Undirected
720,Levent Yýlmaz,Tarýk Papuççuoðlu,Undirected
721,Burçak Çerezcioðlu,Tarýk Papuççuoðlu,Undirected
722,Levent Yýlmaz,Fatoþ Sezer,Undirected
723,Burçak Çerezcioðlu,Fatoþ Sezer,Undirected
724,Burçak Çerezcioðlu,Levent Yýlmaz,Undirected
725,Nazan Saatçi,Kemal Sunal,Undirected
726,Þevket Altuð,Kemal Sunal,Undirected
727,Ünal Gürel,Kemal Sunal,Undirected
728,Þeref Çokþeker,Kemal Sunal,Undirected
729,Zeki Sezer,Kemal Sunal,Undirected
730,Süheyl Egriboz,Kemal Sunal,Undirected
731,Çetin Baþaran,Kemal Sunal,Undirected
732,Ahmet Turgutlu,Kemal Sunal,Undirected
733,Yaþar Þener,Kemal Sunal,Undirected
734,Hakký Kývanç,Kemal Sunal,Undirected
735,Sadettin Erbil,Kemal Sunal,Undirected
736,Ayþin Atav,Kemal Sunal,Undirected
737,Ali Þen,Nazan Saatçi,Undirected
738,Þevket Altuð,Nazan Saatçi,Undirected
739,Ünal Gürel,Nazan Saatçi,Undirected
740,Þeref Çokþeker,Nazan Saatçi,Undirected
741,Selahattin Fýrat,Nazan Saatçi,Undirected
742,Zeki Sezer,Nazan Saatçi,Undirected
743,Süheyl Egriboz,Nazan Saatçi,Undirected
744,Çetin Baþaran,Nazan Saatçi,Undirected
745,Ahmet Turgutlu,Nazan Saatçi,Undirected
746,Yaþar Þener,Nazan Saatçi,Undirected
747,Zeki Alpan,Nazan Saatçi,Undirected
748,Hakký Kývanç,Nazan Saatçi,Undirected
749,Sadettin Erbil,Nazan Saatçi,Undirected
750,Ayþin Atav,Nazan Saatçi,Undirected
751,Þevket Altuð,Ali Þen,Undirected
752,Ünal Gürel,Ali Þen,Undirected
753,Þeref Çokþeker,Ali Þen,Undirected
754,Selahattin Fýrat,Ali Þen,Undirected
755,Zeki Sezer,Ali Þen,Undirected
756,Süheyl Egriboz,Ali Þen,Undirected
757,Çetin Baþaran,Ali Þen,Undirected
758,Ahmet Turgutlu,Ali Þen,Undirected
759,Yaþar Þener,Ali Þen,Undirected
760,Hakký Kývanç,Ali Þen,Undirected
761,Sadettin Erbil,Ali Þen,Undirected
762,Ayþin Atav,Ali Þen,Undirected
763,Ünal Gürel,Þevket Altuð,Undirected
764,Þeref Çokþeker,Þevket Altuð,Undirected
765,Selahattin Fýrat,Þevket Altuð,Undirected
766,Zeki Sezer,Þevket Altuð,Undirected
767,Süheyl Egriboz,Þevket Altuð,Undirected
768,Çetin Baþaran,Þevket Altuð,Undirected
769,Yaþar Þener,Þevket Altuð,Undirected
770,Zeki Alpan,Þevket Altuð,Undirected
771,Hakký Kývanç,Þevket Altuð,Undirected
772,Sadettin Erbil,Þevket Altuð,Undirected
773,Ayþin Atav,Þevket Altuð,Undirected
774,Þeref Çokþeker,Ünal Gürel,Undirected
775,Selahattin Fýrat,Ünal Gürel,Undirected
776,Zeki Sezer,Ünal Gürel,Undirected
777,Süheyl Egriboz,Ünal Gürel,Undirected
778,Çetin Baþaran,Ünal Gürel,Undirected
779,Ahmet Turgutlu,Ünal Gürel,Undirected
780,Yaþar Þener,Ünal Gürel,Undirected
781,Zeki Alpan,Ünal Gürel,Undirected
782,Hakký Kývanç,Ünal Gürel,Undirected
783,Sadettin Erbil,Ünal Gürel,Undirected
784,Ayþin Atav,Ünal Gürel,Undirected
785,Selahattin Fýrat,Þeref Çokþeker,Undirected
786,Zeki Sezer,Þeref Çokþeker,Undirected
787,Süheyl Egriboz,Þeref Çokþeker,Undirected
788,Çetin Baþaran,Þeref Çokþeker,Undirected
789,Ahmet Turgutlu,Þeref Çokþeker,Undirected
790,Yaþar Þener,Þeref Çokþeker,Undirected
791,Zeki Alpan,Þeref Çokþeker,Undirected
792,Hakký Kývanç,Þeref Çokþeker,Undirected
793,Sadettin Erbil,Þeref Çokþeker,Undirected
794,Ayþin Atav,Þeref Çokþeker,Undirected
795,Zeki Sezer,Selahattin Fýrat,Undirected
796,Süheyl Egriboz,Selahattin Fýrat,Undirected
797,Çetin Baþaran,Selahattin Fýrat,Undirected
798,Ahmet Turgutlu,Selahattin Fýrat,Undirected
799,Yaþar Þener,Selahattin Fýrat,Undirected
800,Zeki Alpan,Selahattin Fýrat,Undirected
801,Hakký Kývanç,Selahattin Fýrat,Undirected
802,Sadettin Erbil,Selahattin Fýrat,Undirected
803,Ayþin Atav,Selahattin Fýrat,Undirected
804,Süheyl Egriboz,Zeki Sezer,Undirected
805,Çetin Baþaran,Zeki Sezer,Undirected
806,Ahmet Turgutlu,Zeki Sezer,Undirected
807,Yaþar Þener,Zeki Sezer,Undirected
808,Zeki Alpan,Zeki Sezer,Undirected
809,Hakký Kývanç,Zeki Sezer,Undirected
810,Sadettin Erbil,Zeki Sezer,Undirected
811,Ayþin Atav,Zeki Sezer,Undirected
812,Çetin Baþaran,Süheyl Egriboz,Undirected
813,Ahmet Turgutlu,Süheyl Egriboz,Undirected
814,Yaþar Þener,Süheyl Egriboz,Undirected
815,Zeki Alpan,Süheyl Egriboz,Undirected
816,Hakký Kývanç,Süheyl Egriboz,Undirected
817,Sadettin Erbil,Süheyl Egriboz,Undirected
818,Ayþin Atav,Süheyl Egriboz,Undirected
819,Ahmet Turgutlu,Çetin Baþaran,Undirected
820,Yaþar Þener,Çetin Baþaran,Undirected
821,Zeki Alpan,Çetin Baþaran,Undirected
822,Hakký Kývanç,Çetin Baþaran,Undirected
823,Sadettin Erbil,Çetin Baþaran,Undirected
824,Ayþin Atav,Çetin Baþaran,Undirected
825,Yaþar Þener,Ahmet Turgutlu,Undirected
826,Zeki Alpan,Ahmet Turgutlu,Undirected
827,Hakký Kývanç,Ahmet Turgutlu,Undirected
828,Sadettin Erbil,Ahmet Turgutlu,Undirected
829,Ayþin Atav,Ahmet Turgutlu,Undirected
830,Zeki Alpan,Yaþar Þener,Undirected
831,Hakký Kývanç,Yaþar Þener,Undirected
832,Sadettin Erbil,Yaþar Þener,Undirected
833,Ayþin Atav,Yaþar Þener,Undirected
834,Hakký Kývanç,Zeki Alpan,Undirected
835,Sadettin Erbil,Zeki Alpan,Undirected
836,Ayþin Atav,Zeki Alpan,Undirected
837,Sadettin Erbil,Hakký Kývanç,Undirected
838,Ayþin Atav,Hakký Kývanç,Undirected
839,Ayþin Atav,Sadettin Erbil,Undirected
840,Melike Zobu,Kemal Sunal,Undirected
841,Yavuzer Çetinkaya,Kemal Sunal,Undirected
842,Sýrrý Elitaþ,Kemal Sunal,Undirected
843,Aynur Aydan,Kemal Sunal,Undirected
844,Erol Özkök,Kemal Sunal,Undirected
845,Yaman Okay,Melike Zobu,Undirected
846,Yavuzer Çetinkaya,Melike Zobu,Undirected
847,Ýhsan Yüce,Melike Zobu,Undirected
848,Reha Yurdakul,Melike Zobu,Undirected
849,Sýrrý Elitaþ,Melike Zobu,Undirected
850,Renan Fosforoðlu,Melike Zobu,Undirected
851,Fatoþ Sezer,Melike Zobu,Undirected
852,Aynur Aydan,Melike Zobu,Undirected
853,Hakký Kývanç,Melike Zobu,Undirected
854,Erol Özkök,Melike Zobu,Undirected
855,Yavuzer Çetinkaya,Yaman Okay,Undirected
856,Ýhsan Yüce,Yaman Okay,Undirected
857,Reha Yurdakul,Yaman Okay,Undirected
858,Sýrrý Elitaþ,Yaman Okay,Undirected
859,Renan Fosforoðlu,Yaman Okay,Undirected
860,Aynur Aydan,Yaman Okay,Undirected
861,Hakký Kývanç,Yaman Okay,Undirected
862,Erol Özkök,Yaman Okay,Undirected
863,Ýhsan Yüce,Yavuzer Çetinkaya,Undirected
864,Reha Yurdakul,Yavuzer Çetinkaya,Undirected
865,Sýrrý Elitaþ,Yavuzer Çetinkaya,Undirected
866,Renan Fosforoðlu,Yavuzer Çetinkaya,Undirected
867,Fatoþ Sezer,Yavuzer Çetinkaya,Undirected
868,Aynur Aydan,Yavuzer Çetinkaya,Undirected
869,Hakký Kývanç,Yavuzer Çetinkaya,Undirected
870,Erol Özkök,Yavuzer Çetinkaya,Undirected
871,Reha Yurdakul,Ýhsan Yüce,Undirected
872,Renan Fosforoðlu,Ýhsan Yüce,Undirected
873,Fatoþ Sezer,Ýhsan Yüce,Undirected
874,Aynur Aydan,Ýhsan Yüce,Undirected
875,Hakký Kývanç,Ýhsan Yüce,Undirected
876,Erol Özkök,Ýhsan Yüce,Undirected
877,Sýrrý Elitaþ,Reha Yurdakul,Undirected
878,Fatoþ Sezer,Reha Yurdakul,Undirected
879,Aynur Aydan,Reha Yurdakul,Undirected
880,Hakký Kývanç,Reha Yurdakul,Undirected
881,Erol Özkök,Reha Yurdakul,Undirected
882,Renan Fosforoðlu,Sýrrý Elitaþ,Undirected
883,Fatoþ Sezer,Sýrrý Elitaþ,Undirected
884,Aynur Aydan,Sýrrý Elitaþ,Undirected
885,Hakký Kývanç,Sýrrý Elitaþ,Undirected
886,Erol Özkök,Sýrrý Elitaþ,Undirected
887,Fatoþ Sezer,Renan Fosforoðlu,Undirected
888,Aynur Aydan,Renan Fosforoðlu,Undirected
889,Hakký Kývanç,Renan Fosforoðlu,Undirected
890,Erol Özkök,Renan Fosforoðlu,Undirected
891,Aynur Aydan,Fatoþ Sezer,Undirected
892,Hakký Kývanç,Fatoþ Sezer,Undirected
893,Erol Özkök,Fatoþ Sezer,Undirected
894,Hakký Kývanç,Aynur Aydan,Undirected
895,Erol Özkök,Aynur Aydan,Undirected
896,Erol Özkök,Hakký Kývanç,Undirected
897,Perihan Savaþ,Kemal Sunal,Undirected
898,Kenan Pars,Kemal Sunal,Undirected
899,Süleyman Turan,Kemal Sunal,Undirected
900,Yüksel Gözen,Kemal Sunal,Undirected
901,Kenan Pars,Perihan Savaþ,Undirected
902,Süleyman Turan,Perihan Savaþ,Undirected
903,Ýhsan Yüce,Perihan Savaþ,Undirected
904,Sýrrý Elitaþ,Perihan Savaþ,Undirected
905,Reha Yurdakul,Perihan Savaþ,Undirected
906,Yüksel Gözen,Perihan Savaþ,Undirected
907,Süleyman Turan,Kenan Pars,Undirected
908,Ýhsan Yüce,Kenan Pars,Undirected
909,Sýrrý Elitaþ,Kenan Pars,Undirected
910,Reha Yurdakul,Kenan Pars,Undirected
911,Yüksel Gözen,Kenan Pars,Undirected
912,Ýhsan Yüce,Süleyman Turan,Undirected
913,Sýrrý Elitaþ,Süleyman Turan,Undirected
914,Reha Yurdakul,Süleyman Turan,Undirected
915,Yüksel Gözen,Süleyman Turan,Undirected
916,Yüksel Gözen,Ýhsan Yüce,Undirected
917,Yüksel Gözen,Sýrrý Elitaþ,Undirected
918,Yüksel Gözen,Reha Yurdakul,Undirected
919,Ülkü Özen,Kemal Sunal,Undirected
920,Muharrem Gürses,Kemal Sunal,Undirected
921,Hasan Ceylan,Kemal Sunal,Undirected
922,Yadigar Ejder,Kemal Sunal,Undirected
923,Ekrem Gökkaya,Kemal Sunal,Undirected
924,Reha Yurdakul,Ülkü Özen,Undirected
925,Muharrem Gürses,Ülkü Özen,Undirected
926,Hasan Ceylan,Ülkü Özen,Undirected
927,Yadigar Ejder,Ülkü Özen,Undirected
928,Nejat Gürçen,Ülkü Özen,Undirected
929,Ekrem Gökkaya,Ülkü Özen,Undirected
930,Muharrem Gürses,Reha Yurdakul,Undirected
931,Hasan Ceylan,Reha Yurdakul,Undirected
932,Yadigar Ejder,Reha Yurdakul,Undirected
933,Ekrem Gökkaya,Reha Yurdakul,Undirected
934,Hasan Ceylan,Muharrem Gürses,Undirected
935,Yadigar Ejder,Muharrem Gürses,Undirected
936,Nejat Gürçen,Muharrem Gürses,Undirected
937,Ekrem Gökkaya,Muharrem Gürses,Undirected
938,Yadigar Ejder,Hasan Ceylan,Undirected
939,Nejat Gürçen,Hasan Ceylan,Undirected
940,Ekrem Gökkaya,Hasan Ceylan,Undirected
941,Nejat Gürçen,Yadigar Ejder,Undirected
942,Ekrem Gökkaya,Yadigar Ejder,Undirected
943,Ekrem Gökkaya,Nejat Gürçen,Undirected
944,Sümer Tilmaç,Þener Þen,Undirected
945,Nevra Serezli,Þener Þen,Undirected
946,Savaþ Dinçel,Þener Þen,Undirected
947,Ayþe Kökçü,Þener Þen,Undirected
948,Ayþen Gruda,Uður Yücel,Undirected
949,Sümer Tilmaç,Uður Yücel,Undirected
950,Nevra Serezli,Uður Yücel,Undirected
951,Erdal Özyaðcýlar,Uður Yücel,Undirected
952,Savaþ Dinçel,Uður Yücel,Undirected
953,Ayþe Kökçü,Uður Yücel,Undirected
954,Sümer Tilmaç,Ayþen Gruda,Undirected
955,Nevra Serezli,Ayþen Gruda,Undirected
956,Savaþ Dinçel,Ayþen Gruda,Undirected
957,Ayþe Kökçü,Ayþen Gruda,Undirected
958,Nevra Serezli,Sümer Tilmaç,Undirected
959,Erdal Özyaðcýlar,Sümer Tilmaç,Undirected
960,Savaþ Dinçel,Sümer Tilmaç,Undirected
961,Ayþe Kökçü,Sümer Tilmaç,Undirected
962,Erdal Özyaðcýlar,Nevra Serezli,Undirected
963,Savaþ Dinçel,Nevra Serezli,Undirected
964,Ayþe Kökçü,Nevra Serezli,Undirected
965,Savaþ Dinçel,Erdal Özyaðcýlar,Undirected
966,Ayþe Kökçü,Erdal Özyaðcýlar,Undirected
967,Ayþe Kökçü,Savaþ Dinçel,Undirected
968,Müge Akyamaç,Kemal Sunal,Undirected
969,Ayten Erman,Kemal Sunal,Undirected
970,Akýn Tunç,Kemal Sunal,Undirected
971,Ertem Göreç,Kemal Sunal,Undirected
972,Ferdi Akarnur,Kemal Sunal,Undirected
973,Yavuzer Çetinkaya,Müge Akyamaç,Undirected
974,Reha Yurdakul,Müge Akyamaç,Undirected
975,Ayten Erman,Müge Akyamaç,Undirected
976,Akýn Tunç,Müge Akyamaç,Undirected
977,Ertem Göreç,Müge Akyamaç,Undirected
978,Ferdi Akarnur,Müge Akyamaç,Undirected
979,Ayten Erman,Yavuzer Çetinkaya,Undirected
980,Akýn Tunç,Yavuzer Çetinkaya,Undirected
981,Ertem Göreç,Yavuzer Çetinkaya,Undirected
982,Ferdi Akarnur,Yavuzer Çetinkaya,Undirected
983,Ayten Erman,Reha Yurdakul,Undirected
984,Akýn Tunç,Reha Yurdakul,Undirected
985,Ertem Göreç,Reha Yurdakul,Undirected
986,Ferdi Akarnur,Reha Yurdakul,Undirected
987,Akýn Tunç,Ayten Erman,Undirected
988,Ertem Göreç,Ayten Erman,Undirected
989,Ferdi Akarnur,Ayten Erman,Undirected
990,Ertem Göreç,Akýn Tunç,Undirected
991,Ferdi Akarnur,Akýn Tunç,Undirected
992,Ferdi Akarnur,Ertem Göreç,Undirected
993,Emel Tümer,Cüneyt Arkýn,Undirected
994,Arzu Aytun,Cüneyt Arkýn,Undirected
995,Hüseyin Peyda,Cüneyt Arkýn,Undirected
996,Arzu Aytun,Emel Tümer,Undirected
997,Hüseyin Peyda,Emel Tümer,Undirected
998,Hüseyin Peyda,Arzu Aytun,Undirected
999,Özkan Uður,Mazhar Alanson,Undirected
1000,Bülent Kayabaþ,Mazhar Alanson,Undirected
1001,Ali Poyrazoðlu,Mazhar Alanson,Undirected
1002,Yaprak Özdemiroðlu,Mazhar Alanson,Undirected
1003,Hüseyin Kutman,Mazhar Alanson,Undirected
1004,Deniz Türkali,Mazhar Alanson,Undirected
1005,Levent Tülek,Mazhar Alanson,Undirected
1006,Bülent Kayabaþ,Özkan Uður,Undirected
1007,Ali Poyrazoðlu,Özkan Uður,Undirected
1008,Yaprak Özdemiroðlu,Özkan Uður,Undirected
1009,Hüseyin Kutman,Özkan Uður,Undirected
1010,Deniz Türkali,Özkan Uður,Undirected
1011,Levent Tülek,Özkan Uður,Undirected
1012,Ali Poyrazoðlu,Bülent Kayabaþ,Undirected
1013,Yaprak Özdemiroðlu,Bülent Kayabaþ,Undirected
1014,Deniz Türkali,Bülent Kayabaþ,Undirected
1015,Levent Tülek,Bülent Kayabaþ,Undirected
1016,Yaprak Özdemiroðlu,Ali Poyrazoðlu,Undirected
1017,Hüseyin Kutman,Ali Poyrazoðlu,Undirected
1018,Deniz Türkali,Ali Poyrazoðlu,Undirected
1019,Levent Tülek,Ali Poyrazoðlu,Undirected
1020,Deniz Türkali,Yaprak Özdemiroðlu,Undirected
1021,Levent Tülek,Yaprak Özdemiroðlu,Undirected
1022,Deniz Türkali,Hüseyin Kutman,Undirected
1023,Levent Tülek,Hüseyin Kutman,Undirected
1024,Levent Tülek,Deniz Türkali,Undirected
